state,state_abbrev,bill_number,title,legiscan_bill_url,legiscan_text_url,year,status,collection_method
Tennessee,TN,HB0966,"As enacted, revises provision for expulsion of a student who commits battery upon an LEA employee or school resource officer to instead require expulsion of a student who commits aggravated assault against such a person. - Amends TCA Title 49.",https://legiscan.com/TN/bill/HB0966/2013,https://legiscan.com/TN/text/HB0966/id/724767,2013.0,Enacted,API_Pipeline_Mar2026
Tennessee,TN,HB2212,"As enacted, requires any law enforcement agency providing a school resource officer, school security officer or other law enforcement officer providing security at a school to have a policy regulating the use of electronic control devices, which addresses training in the proper use of such devices, as well as investigation, documentation and review of such use, to include final approval of any report documenting such use by the agency's chief executive officer or sheriff. - Amends TCA Title 49, Chapter 6, Part 42.",https://legiscan.com/TN/bill/HB2212/2013,https://legiscan.com/TN/text/HB2212/id/939692,2014.0,Enacted,API_Pipeline_Mar2026
Tennessee,TN,HB2217,"As enacted, defines as confidential all information, records, and plans that relate to school security, the district-wide school safety plans or the building-level school safety plans; provides that meetings involving school security, the district-wide school safety plans or the building-level school safety plans are not subject to the open meetings laws. - Amends TCA Title 8; Title 10 and Title 49.",https://legiscan.com/TN/bill/HB2217/2013,https://legiscan.com/TN/text/HB2217/id/939589,2014.0,Enacted,API_Pipeline_Mar2026
Tennessee,TN,SB0264,"As enacted, revises provision for expulsion of a student who commits battery upon an LEA employee or school resource officer to instead require expulsion of a student who commits aggravated assault against such a person. - Amends TCA Title 49.",https://legiscan.com/TN/bill/SB0264/2013,https://legiscan.com/TN/text/SB0264/id/711942,2013.0,Enacted,API_Pipeline_Mar2026
Tennessee,TN,SB0570,"As enacted, enacts the ""School Security Act of 2013."" - Amends TCA Title 39, Chapter 17, Part 13 and Title 49, Chapter 6.",https://legiscan.com/TN/bill/SB0570/2013,https://legiscan.com/TN/text/SB0570/id/714911,2013.0,Enacted,API_Pipeline_Mar2026
Tennessee,TN,SB1843,"As enacted, requires any law enforcement agency providing a school resource officer, school security officer or other law enforcement officer providing security at a school to have a policy regulating the use of electronic control devices, which addresses training in the proper use of such devices, as well as investigation, documentation and review of such use, to include final approval of any report documenting such use by the agency's chief executive officer or sheriff. - Amends TCA Title 49, Chapter 6, Part 42.",https://legiscan.com/TN/bill/SB1843/2013,https://legiscan.com/TN/text/SB1843/id/930212,2014.0,Enacted,API_Pipeline_Mar2026
Tennessee,TN,SB2073,"As enacted, defines as confidential all information, records, and plans that relate to school security, the district-wide school safety plans or the building-level school safety plans; provides that meetings involving school security, the district-wide school safety plans or the building-level school safety plans are not subject to the open meetings laws. - Amends TCA Title 8; Title 10 and Title 49.",https://legiscan.com/TN/bill/SB2073/2013,https://legiscan.com/TN/text/SB2073/id/933936,2014.0,Enacted,API_Pipeline_Mar2026
Tennessee,TN,SR0030,Requests BEP Review Committee to make a recommendation as to whether the BEP Funding Formula should be modified to include a component regarding school safety and security.,https://legiscan.com/TN/bill/SR0030/2013,https://legiscan.com/TN/text/SR0030/id/786635,2013.0,Passed,API_Pipeline_Mar2026
Tennessee,TN,HJR0002,"Victims of Sandy Hook Elementary School shooting in Newtown, Connecticut.",https://legiscan.com/TN/bill/HJR0002/2013,https://legiscan.com/TN/text/HJR0002/id/679048,2013.0,Passed,API_Pipeline_Mar2026
Texas,TX,SB1556,Relating to the establishment of a school safety certification program and the School Safety Task Force.,https://legiscan.com/TX/bill/SB1556/2013,https://legiscan.com/TX/text/SB1556/id/780429,2013.0,Passed,API_Pipeline_Mar2026
Texas,TX,SB1857,Relating to the certification of certain qualified handgun instructors to conduct school safety training.,https://legiscan.com/TX/bill/SB1857/2013,https://legiscan.com/TX/text/SB1857/id/803494,2013.0,Passed,API_Pipeline_Mar2026
Virginia,VA,HB2343,Public school security equipment; issuance of bonds for purpose of grant payments.,https://legiscan.com/VA/bill/HB2343/2013,https://legiscan.com/VA/text/HB2343/id/729058,2013.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,HB2344,"School safety; threat assessment teams, model critical incident response training program, etc.",https://legiscan.com/VA/bill/HB2344/2013,https://legiscan.com/VA/text/HB2344/id/729091,2013.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,HB2345,"School Safety, Va. Center for; development of model critical incident response training program.",https://legiscan.com/VA/bill/HB2345/2013,https://legiscan.com/VA/text/HB2345/id/729130,2013.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,HB2346,"Lock-down drills; every public school is required to have at least two practices per year, etc.",https://legiscan.com/VA/bill/HB2346/2013,https://legiscan.com/VA/text/HB2346/id/729166,2013.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,HB2347,"Juvenile law-enforcement records; principal may provide information to threat assessment team, etc.",https://legiscan.com/VA/bill/HB2347/2013,https://legiscan.com/VA/text/HB2347/id/729198,2013.0,Enacted,API_Pipeline_Mar2026
Washington,WA,SB5620,Changing school safety-related drills.,https://legiscan.com/WA/bill/SB5620/2013,https://legiscan.com/WA/text/SB5620/id/725768,2013.0,Enacted,API_Pipeline_Mar2026
Colorado,CO,HB1291,Permit Charter Schools Hire Armed School Security,https://legiscan.com/CO/bill/HB1291/2014,https://legiscan.com/CO/text/HB1291/id/966427,2014.0,Passed,API_Pipeline_Mar2026
Connecticut,CT,HB05564,An Act Concerning The Review And Approval Of Safe School Climate Plans By The Department Of Education And A Student Safety Hotline Feasibility Study.,https://legiscan.com/CT/bill/HB05564/2014,https://legiscan.com/CT/text/HB05564/id/985989,2014.0,Enacted,API_Pipeline_Mar2026
Connecticut,CT,SB00029,"An Act Authorizing And Adjusting Bonds Of The State For Capital Improvements, Transportation And Other Purposes, And Concerning Miscellaneous Programs, Including The Smart Start Program, The Water Improvement System Program, School Security Grants, The Regenerative Medicine Research Fund, The Connecticut Manufacturing Innovation Fund And The Board Of Regents For Higher Education Infrastructure Act.",https://legiscan.com/CT/bill/SB00029/2014,https://legiscan.com/CT/text/SB00029/id/951123,2014.0,Enacted,API_Pipeline_Mar2026
Connecticut,CT,SB00475,An Act Concerning Authorization Of State Grant Commitments For School Building Projects And Concerning Changes To The Statutes Concerning School Building Projects.,https://legiscan.com/CT/bill/SB00475/2014,https://legiscan.com/CT/text/SB00475/id/986074,2014.0,Enacted,API_Pipeline_Mar2026
Idaho,ID,H0589,Amends existing law to establish provisions relating to a school safety plan; to revise provisions relating to the Public School Income Fund and the use of moneys and to revise provisions relating to uses of an appropriation.,https://legiscan.com/ID/bill/H0589/2014,https://legiscan.com/ID/text/H0589/id/980071,2014.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1181,Career and technical education centers.,https://legiscan.com/IN/bill/HB1181/2014,https://legiscan.com/IN/text/HB1181/id/915650,2014.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,SB0085,School resource officers.,https://legiscan.com/IN/bill/SB0085/2014,https://legiscan.com/IN/text/SB0085/id/907022,2014.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,SB0344,School building safety.,https://legiscan.com/IN/bill/SB0344/2014,https://legiscan.com/IN/text/SB0344/id/914547,2014.0,Enacted,API_Pipeline_Mar2026
Maryland,MD,HB1035,Prince George's County Juvenile Court and School Safety Workgroup - Membership and Duties PG 305-14,https://legiscan.com/MD/bill/HB1035/2014,https://legiscan.com/MD/text/HB1035/id/951177,2014.0,Enacted,API_Pipeline_Mar2026
Mississippi,MS,HB454,State Dept. of Education; remove from certain State Personnel Board procedures for two years.,https://legiscan.com/MS/bill/HB454/2014,https://legiscan.com/MS/text/HB454/id/929248,2014.0,Passed,API_Pipeline_Mar2026
Missouri,MO,HB2002,"Appropriates money for the expenses, grants, refunds, and distributions of the State Board of Education and Department of Elementary and Secondary Education",https://legiscan.com/MO/bill/HB2002/2014,https://legiscan.com/MO/text/HB2002/id/952599,2014.0,Passed,API_Pipeline_Mar2026
Oregon,OR,HB4087,Relating to school safety; and declaring an emergency.,https://legiscan.com/OR/bill/HB4087/2014,https://legiscan.com/OR/text/HB4087/id/943116,2014.0,Enacted,API_Pipeline_Mar2026
Utah,UT,SB0232S01,School Safety Tip Line,https://legiscan.com/UT/bill/SB0232S01/2014,https://legiscan.com/UT/text/SB0232S01/id/983115,2014.0,Passed,API_Pipeline_Mar2026
Virginia,VA,HR573,Commending Checkered Flag Motor Car Corporation.,https://legiscan.com/VA/bill/HR573/2014/X1,https://legiscan.com/VA/text/HR573/id/1045805,2014.0,Passed,API_Pipeline_Mar2026
Virginia,VA,HB563,"School Safety, Virginia Center for; name change.",https://legiscan.com/VA/bill/HB563/2014,https://legiscan.com/VA/text/HB563/id/905793,2014.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,HB1187,"School Safety, Virginia Center for; bullying.",https://legiscan.com/VA/bill/HB1187/2014,https://legiscan.com/VA/text/HB1187/id/921717,2014.0,Enacted,API_Pipeline_Mar2026
Virginia,VA,SB390,"School Safety, Virginia Center for; name change.",https://legiscan.com/VA/bill/SB390/2014,https://legiscan.com/VA/text/SB390/id/906733,2014.0,Enacted,API_Pipeline_Mar2026
Alabama,AL,HR268,"Huntsville Police Department's School Resource Officer Unit, awarded National Association of School Resource Officer (NASRO) 2015 Model Agency award, commended",https://legiscan.com/AL/bill/HR268/2015,https://legiscan.com/AL/text/HR268/id/1234499,2015.0,Passed,API_Pipeline_Mar2026
Arkansas,AR,HB1389,To Amend Act 1366 Of 2003 Concerning Homeland Security And Threat Assessment Plans; And To Declare An Emergency.,https://legiscan.com/AR/bill/HB1389/2015,https://legiscan.com/AR/text/HB1389/id/1128231,2015.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,HB1583,To Amend The Laws Pertaining To A School Resource Officer; To Amend The Laws Pertaining To Jurisdiction To Make An Arrest Or Issue A Citation; To Permit The Issuance Of A Citation By A School Resource Officer On A School Trip.,https://legiscan.com/AR/bill/HB1583/2015,https://legiscan.com/AR/text/HB1583/id/1150925,2015.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,HB1653,To Create The 2015 School Safety Act.,https://legiscan.com/AR/bill/HB1653/2015,https://legiscan.com/AR/text/HB1653/id/1154423,2015.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,SB164,"Concerning Private Security Licenses, Private Investigator Credentials, Private Security Agency Licenses, School Security Officer And Security Officer Commissions, And Polygraph And Voice Stress Analysis Examiner Licenses.",https://legiscan.com/AR/bill/SB164/2015,https://legiscan.com/AR/text/SB164/id/1097170,2015.0,Enacted,API_Pipeline_Mar2026
California,CA,AB827,"Safe schools: Safe Place to Learn Act: lesbian, gay, bisexual, transgender, and questioning pupil resources.",https://legiscan.com/CA/bill/AB827/2015,https://legiscan.com/CA/text/AB827/id/1145893,2015.0,Enacted,API_Pipeline_Mar2026
California,CA,AB2845,School safety: Safe Place to Learn Act.,https://legiscan.com/CA/bill/AB2845/2015,https://legiscan.com/CA/text/AB2845/id/1345813,2016.0,Enacted,API_Pipeline_Mar2026
California,CA,SB242,School security: surplus military equipment.,https://legiscan.com/CA/bill/SB242/2015,https://legiscan.com/CA/text/SB242/id/1129017,2015.0,Enacted,API_Pipeline_Mar2026
Colorado,CO,SB213,Waive Gov Immunity For Acts Of School Violence,https://legiscan.com/CO/bill/SB213/2015,https://legiscan.com/CO/text/SB213/id/1170440,2015.0,Passed,API_Pipeline_Mar2026
