state,state_abbrev,bill_number,title,legiscan_bill_url,legiscan_text_url,year,status,collection_method
Alabama,AL,SB323,"Education Trust Fund Rolling Reserve Act, Education Trust Fund Budget Stabilization Fund, authorize funds to be used for school security, Sec. 29-9-4 am'd.",https://legiscan.com/AL/bill/SB323/2018,https://legiscan.com/AL/text/SB323/id/1737527,2018.0,Enacted,API_Pipeline_Mar2026
Colorado,CO,HB1413,Create School Safety Grant Program,https://legiscan.com/CO/bill/HB1413/2018,https://legiscan.com/CO/text/HB1413/id/1785343,2018.0,Passed,API_Pipeline_Mar2026
Colorado,CO,SB158,School Access To Interoperable Communication Technology,https://legiscan.com/CO/bill/SB158/2018,https://legiscan.com/CO/text/SB158/id/1718669,2018.0,Passed,API_Pipeline_Mar2026
Colorado,CO,SB269,School Security Disbursement Program,https://legiscan.com/CO/bill/SB269/2018,https://legiscan.com/CO/text/SB269/id/1785355,2018.0,Passed,API_Pipeline_Mar2026
Florida,FL,S1940,Public Records and Public Meetings/School Safety,https://legiscan.com/FL/bill/S1940/2018,https://legiscan.com/FL/text/S1940/id/1744927,2018.0,Enacted,API_Pipeline_Mar2026
Florida,FL,S7026,Public Safety,https://legiscan.com/FL/bill/S7026/2018,https://legiscan.com/FL/text/S7026/id/1738763,2018.0,Enacted,API_Pipeline_Mar2026
Hawaii,HI,SCR64,Requesting Federal Funding To Provide School Resource Officers In Every Middle Or Intermediate School And High School In The State That Requests School Resource Officers.,https://legiscan.com/HI/bill/SCR64/2018,https://legiscan.com/HI/text/SCR64/id/1754324,2018.0,Passed,API_Pipeline_Mar2026
Idaho,ID,H0469,Amends existing law to revise provisions regarding school safety patrols.,https://legiscan.com/ID/bill/H0469/2018,https://legiscan.com/ID/text/H0469/id/1712432,2018.0,Enacted,API_Pipeline_Mar2026
Idaho,ID,H0665,Amends existing law to revise provisions regarding threatening school violence and to provide that certain acts shall be a felony.,https://legiscan.com/ID/bill/H0665/2018,https://legiscan.com/ID/text/H0665/id/1752332,2018.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1230,"School safety. (This proposed legislation does the following: (1) Sets forth the text of CC123010 adopted by the Senate on March 14, 2018. (2) Makes technical corrections.) Provides that curriculum for the school safety specialist training and certification program must include training in identifying, preventing, and intervening in actions by a person who is present on school property with the intent to harm another person. Allows charter schools and accredited nonpublic schools to elect to comply with certain laws regarding school safety specialists, school safety plans, and safe school committees. Provides that, on or before December 1, 2018, and periodically",https://legiscan.com/IN/bill/HB1230/2018/X1,https://legiscan.com/IN/text/HB1230/id/1794643,2018.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,SR0043,A SENATE RESOLUTION urging the legislative council to assign to the appropriate study committee the topic of a comprehensive review of school safety issues with the goal to do whatever is necessary to protect Hoosier children in our schools.,https://legiscan.com/IN/bill/SR0043/2018,https://legiscan.com/IN/text/SR0043/id/1742001,2018.0,Passed,API_Pipeline_Mar2026
Kentucky,KY,HR126,Honor the victims of the Marshall County High School shooting and offer encouragement and support to the entire Marshall County community.,https://legiscan.com/KY/bill/HR126/2018,https://legiscan.com/KY/text/HR126/id/1716566,2018.0,Passed,API_Pipeline_Mar2026
Kentucky,KY,SR143,Honor the victims of the Marshall County High School shooting and offer encouragement and support to the entire Marshall County community.,https://legiscan.com/KY/bill/SR143/2018,https://legiscan.com/KY/text/SR143/id/1716620,2018.0,Passed,API_Pipeline_Mar2026
Louisiana,LA,HB895,Provides for instruction on threats to school safety in public schools and public postsecondary education institutions (EN SEE FISC NOTE LF EX See Note),https://legiscan.com/LA/bill/HB895/2018,https://legiscan.com/LA/text/HB895/id/1780166,2018.0,Enacted,API_Pipeline_Mar2026
Louisiana,LA,SB178,Allows students to wear bulletproof backpacks. (gov sig),https://legiscan.com/LA/bill/SB178/2018,https://legiscan.com/LA/text/SB178/id/1745836,2018.0,Enacted,API_Pipeline_Mar2026
Maryland,MD,HB1783,21st Century School Facilities Act,https://legiscan.com/MD/bill/HB1783/2018,https://legiscan.com/MD/text/HB1783/id/1747985,2018.0,Enacted,API_Pipeline_Mar2026
Maryland,MD,SB1265,Maryland Safe to Learn Act of 2018,https://legiscan.com/MD/bill/SB1265/2018,https://legiscan.com/MD/text/SB1265/id/1759488,2018.0,Enacted,API_Pipeline_Mar2026
New Jersey,NJ,A3765,Permits school district superintendent to designate school employee with certain expertise as school safety specialist.,https://legiscan.com/NJ/bill/A3765/2018,https://legiscan.com/NJ/text/A3765/id/1776376,2018.0,Enacted,API_Pipeline_Mar2026
New Jersey,NJ,A4151,Requires school security training for persons employed by public and nonpublic schools in substitute capacity and for employees and volunteers of youth programs operated in school buildings.*,https://legiscan.com/NJ/bill/A4151/2018,https://legiscan.com/NJ/text/A4151/id/1807370,2020.0,Enacted,API_Pipeline_Mar2026
New Jersey,NJ,SR86,Urges public and nonpublic schools to annually provide parents opportunity to observe school security drill.,https://legiscan.com/NJ/bill/SR86/2018,https://legiscan.com/NJ/text/SR86/id/1809586,2019.0,Passed,API_Pipeline_Mar2026
Rhode Island,RI,H7688,Extreme Risk Protection Orders -- Criminal Offenses -- Weapons,https://legiscan.com/RI/bill/H7688/2018,https://legiscan.com/RI/text/H7688/id/1741053,2018.0,Passed,API_Pipeline_Mar2026
Rhode Island,RI,H7694,Health And Safety Of Pupils,https://legiscan.com/RI/bill/H7694/2018,https://legiscan.com/RI/text/H7694/id/1745282,2018.0,Passed,API_Pipeline_Mar2026
Rhode Island,RI,S2492,Extreme Risk Protection Orders -- Criminal Offenses -- Weapons,https://legiscan.com/RI/bill/S2492/2018,https://legiscan.com/RI/text/S2492/id/1744080,2018.0,Passed,API_Pipeline_Mar2026
Rhode Island,RI,S2639,Health And Safety Of Pupils,https://legiscan.com/RI/bill/S2639/2018,https://legiscan.com/RI/text/S2639/id/1764056,2018.0,Passed,API_Pipeline_Mar2026
Utah,UT,SB0087,School Security Locks,https://legiscan.com/UT/bill/SB0087/2018,https://legiscan.com/UT/text/SB0087/id/1688835,2018.0,Passed,API_Pipeline_Mar2026
Alabama,AL,HB209,"Education, school resource officers, qualifications further provided for, Sec. 16-1-44.1 am'd.",https://legiscan.com/AL/bill/HB209/2019,https://legiscan.com/AL/text/HB209/id/1964581,2019.0,Enacted,API_Pipeline_Mar2026
Alabama,AL,HR248,"Flags for the Forgotten Soldiers, honored",https://legiscan.com/AL/bill/HR248/2019,https://legiscan.com/AL/text/HR248/id/2023973,2019.0,Passed,API_Pipeline_Mar2026
Arizona,AZ,HB2119,School safety; reporting,https://legiscan.com/AZ/bill/HB2119/2019,https://legiscan.com/AZ/text/HB2119/id/1850584,2019.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,HB1437,Concerning School Safety.,https://legiscan.com/AR/bill/HB1437/2019,https://legiscan.com/AR/text/HB1437/id/1904259,2019.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,HB1933,To Amend The Anti-bullying Policy; To Require A School Board Member To Receive Information Regarding School Safety And Student Discipline; And To Require A Bullying And Cyberbullying Prevention Professional Development Program.,https://legiscan.com/AR/bill/HB1933/2019,https://legiscan.com/AR/text/HB1933/id/1973304,2019.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,HB1963,Concerning The University Of Arkansas For Medical Sciences Psychiatric Research Institute; To Create A School Safety And Crisis Line; And To Create A School Safety And Crisis Line Fund.,https://legiscan.com/AR/bill/HB1963/2019,https://legiscan.com/AR/text/HB1963/id/1976702,2019.0,Enacted,API_Pipeline_Mar2026
Arkansas,AR,SB449,To Amend Provisions Of The Arkansas Code With Respect To The Composition Of The Safe Schools Committee.,https://legiscan.com/AR/bill/SB449/2019,https://legiscan.com/AR/text/SB449/id/1934204,2019.0,Enacted,API_Pipeline_Mar2026
California,CA,SB390,School safety: school security officers and security guards.,https://legiscan.com/CA/bill/SB390/2019,https://legiscan.com/CA/text/SB390/id/1921129,2019.0,Enacted,API_Pipeline_Mar2026
California,CA,SB541,School safety: lockdown drills and multioption response drills: report.,https://legiscan.com/CA/bill/SB541/2019,https://legiscan.com/CA/text/SB541/id/1925620,2019.0,Enacted,API_Pipeline_Mar2026
Colorado,CO,HB1177,Extreme Risk Protection Orders,https://legiscan.com/CO/bill/HB1177/2019,https://legiscan.com/CO/text/HB1177/id/1910603,2019.0,Passed,API_Pipeline_Mar2026
Colorado,CO,SB179,Enhance School Safety Incident Response Grant Program,https://legiscan.com/CO/bill/SB179/2019,https://legiscan.com/CO/text/SB179/id/1941890,2019.0,Passed,API_Pipeline_Mar2026
Connecticut,CT,HB07291,An Act Concerning School Security.,https://legiscan.com/CT/bill/HB07291/2019,https://legiscan.com/CT/text/HB07291/id/1940254,2019.0,Enacted,API_Pipeline_Mar2026
Florida,FL,S7030,Implementation of Legislative Recommendations of the Marjory Stoneman Douglas High School Public Safety Commission,https://legiscan.com/FL/bill/S7030/2019,https://legiscan.com/FL/text/S7030/id/1888999,2019.0,Enacted,API_Pipeline_Mar2026
Georgia,GA,HR964,American Automobile Association (AAA) School Safety Patrol Program; 100th anniversary; recognize,https://legiscan.com/GA/bill/HR964/2019,https://legiscan.com/GA/text/HR964/id/2113744,2020.0,Passed,API_Pipeline_Mar2026
Georgia,GA,SR602,American Automobile Association (AAA) School Safety Patrol Program; congratulate,https://legiscan.com/GA/bill/SR602/2019,https://legiscan.com/GA/text/SR602/id/2111861,2020.0,Passed,API_Pipeline_Mar2026
Illinois,IL,HB0907,IDPH-MENTAL HEALTH RESOURCES,https://legiscan.com/IL/bill/HB0907/2019,https://legiscan.com/IL/text/HB0907/id/1873358,2019.0,Enacted,API_Pipeline_Mar2026
Illinois,IL,HB1561,SCH THREAT ASSESSMENT PROTOCOL,https://legiscan.com/IL/bill/HB1561/2019,https://legiscan.com/IL/text/HB1561/id/1880564,2019.0,Enacted,API_Pipeline_Mar2026
Illinois,IL,HB2627,SCH CD-SCH BOOKING STATION,https://legiscan.com/IL/bill/HB2627/2019,https://legiscan.com/IL/text/HB2627/id/1908685,2019.0,Enacted,API_Pipeline_Mar2026
Illinois,IL,SB1371,SCH CD-TEMP DOOR LOCK DEVICE,https://legiscan.com/IL/bill/SB1371/2019,https://legiscan.com/IL/text/SB1371/id/1906598,2019.0,Enacted,API_Pipeline_Mar2026
Illinois,IL,SB1658,SCH CD-OFFICE OF SCH SAFETY,https://legiscan.com/IL/bill/SB1658/2019,https://legiscan.com/IL/text/SB1658/id/1913960,2019.0,Enacted,API_Pipeline_Mar2026
Illinois,IL,SB1941,SAFE SCHOOLS/HEALTHY LEARNING,https://legiscan.com/IL/bill/SB1941/2019,https://legiscan.com/IL/text/SB1941/id/1914189,2019.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1004,"School safety. Provides that the Indiana safe schools fund may not be used to provide grants to employ a school resource officer or a law enforcement officer. Provides that an Indiana secured school fund matching grant may be used to employ a law enforcement officer. Provides that an accredited nonpublic school may receive a grant from the Indiana secured school fund (fund). Makes changes to the maximum grant amounts that a school corporation, charter school, accredited nonpublic school, or coalition of schools may receive from the fund. Provides that a virtual charter school or a virtual accredited nonpublic school may not receive a grant from the fund. Establishes minimum grant match percentages necessary to be eligible to receive a grant from the fund. Provides that, before July 1, 2021, each school corporation, charter school, or accredited nonpublic school shall certify to the department of homeland security that the school corporation, charter school, or accredited nonpublic school has conducted a threat assessment for each school building used by the school corporation, charter school, or accredited nonpublic school before applying for a fund matching grant. Requires that at least one of the manmade disaster drills that is required to be conducted by each school in a school corporation during each semester must be an active shooter drill and must be conducted within 90 days after the beginning of the school year. Provides that each: (1) accredited nonpublic school; and (2) charter school; must conduct at least one active shooter drill during each school year.",https://legiscan.com/IN/bill/HB1004/2019,https://legiscan.com/IN/text/HB1004/id/1836814,2019.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1063,"School safety equipment. Adds definition of a ""bleeding control kit"". Provides that, subject to an appropriation by the general assembly or a donation, each school corporation and charter school shall develop and implement a Stop the Bleed program (program). Provides that the department of education, in collaboration with the department of homeland security, shall develop and provide training for the use of bleeding control kits. Provides that, in all matters relating to the program, school corporation or charter school personnel are immune from civil liability for any act done or omitted in the use of a bleeding control kit unless the action constitutes gross negligence or willful or wanton misconduct. Requires a school's safety plan to include the location of bleeding control kits.",https://legiscan.com/IN/bill/HB1063/2019,https://legiscan.com/IN/text/HB1063/id/1834740,2019.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1224,"School intergenerational safety pilot project. Establishes the school intergenerational safety pilot project (project) to foster positive youth development through intergenerational relationships between individuals who are at least 55 years of age and students and to improve school safety. Provides that the project expires July 1, 2021. Provides that a school corporation selected by the department of education is eligible to receive a grant from the Indiana safe schools fund to administer the project.",https://legiscan.com/IN/bill/HB1224/2019,https://legiscan.com/IN/text/HB1224/id/1838700,2019.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1225,"Safe schools. Provides that school corporations, charter schools, and accredited nonpublic schools with the sheriff for the county in which the school corporation, charter school, or accredited nonpublic school is located, may apply for a grant from the Indiana secured school fund to provide for the initial set up costs for an active event warning system. Requires guidelines published by the department of homeland security to include information about implementing: (1) universal electronic access to school property for law enforcement in all schools within each county; and (2) access to closed circuit cameras from a central location to be used in an emergency situation.",https://legiscan.com/IN/bill/HB1225/2019,https://legiscan.com/IN/text/HB1225/id/1838452,2019.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1253,"Specialized weapons and other training. Provides that, before an employee or any other staff member of a school corporation, charter school, or nonpublic school may carry a firearm in or on school property as authorized by a school board of the school corporation, charter school, or nonpublic school, the employee or staff member shall do the following: (1) Successfully complete certain specialized weapons training. (2) Provide proof to the school board that the employee or other staff member has successfully completed the specialized weapons training. (3) Complete the Minnesota multiphasic personality inventory 2 (MMPI-II) and provide proof of completion to the school corporation, charter school, or nonpublic school. Requires an employee or any other staff member of a school corporation, charter school, or nonpublic school to successfully complete eight hours of weapons training each year that the employee or staff member intends to carry a firearm in or on school property. Provides that a school corporation, charter school, or accredited nonpublic school may use grant money received from the Indiana safe schools fund to pay for part or all of specialized weapons training for employees of the school corporation, charter school, or accredited nonpublic school who are required to successfully complete or who request to attend the specialized weapons training. Establishes requirements for specialized weapons training. Requires, that for a person or entity to provide specialized weapons training to certain employees and other staff members of a school corporation, charter school, or nonpublic school, the person or entity apply and receive approval from the secured school safety board. Provides that a public school or an accredited nonpublic school may not conduct a training or drill for an employee of the school that includes, as any part of the training or drill, the expelling of any type of projectile at the employee unless: (1) the school informs the employee of the use of projectiles in the training or drill; and (2) the employee consents, in writing, to the use of projectiles during the training or drill. Provides that a public school or an accredited nonpublic school may not conduct or approve a training or a drill for a student of the school that includes, as any part of the training or drill, the expelling of any type of projectile. Allows a school to barricade or block a door during an active shooter drill or during an active shooter emergency occurring in a school building. Establishes requirements concerning the barricading or blocking of a door during an active shooter drill or during an active shooter emergency.",https://legiscan.com/IN/bill/HB1253/2019,https://legiscan.com/IN/text/HB1253/id/1841728,2019.0,Passed,API_Pipeline_Mar2026
Indiana,IN,HB1398,"Information concerning threats to school safety. Permits a law enforcement agency or private university police department to share private investigatory records with a school corporation, charter school, or nonpublic school for the purpose of enhancing the safety of a student or school facility, without losing the discretion to keep the records confidential from other records requesters. Provides that a school corporation or other entity to which the education records privacy provisions of the federal Family Educational Rights and Privacy Act apply may disclose or report on the education records of a child, including personally identifiable information contained in the education records, without the consent of the child's parent to appropriate officials in cases of health and safety emergencies as determined by school officials. Provides immunity from civil liability concerning the disclosure or report of education records of a student. Provides that in the case of a health or safety emergency, a law enforcement officer shall disclose or report a child's personally identifiable information contained in law enforcement records to a school corporation or an appropriate official. Provides that information concerning any suspicious activity or potential criminal activity related to a child that is shared between a law enforcement officer and a school corporation or an appropriate official shall not be stored or maintained in any type of data base.",https://legiscan.com/IN/bill/HB1398/2019,https://legiscan.com/IN/text/HB1398/id/1848106,2019.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1473,"Indiana bond bank. Allows the Indiana bond bank to require certain entities to establish separate reserve accounts as additional security in connection with the issuance of bonds or notes. Allows and establishes terms and procedures for certain entities to assign or otherwise transfer a future stream of revenue to the Indiana bond bank or certain other entities to obtain funding. Establishes conditions under which the state board of finance may sell, transfer, or liquidate agreements that evidence the state's right to make deductions from state tuition support to pay advances from the common school fund under the school corporation and charter school safety advance program.
Provides that the state board of education must report to the budget committee each year on any defaults on the repayment of advances from the common school fund by charter schools that have closed or otherwise ceased operations. Requires the department of local government finance to notify the Lake County auditor of the estimated and certified tax revenue that will be withheld from revenue allocated for economic development purposes for certain civil taxing units and distributed to the secretary-treasurer of the northwest Indiana regional development authority (authority). Requires the auditor of state to withhold local income tax revenue from the revenue allocated for economic development purposes for certain civil taxing units in Lake County and distribute it to the secretary-treasurer of the authority. Provides for distribution of certain amounts collected by the authority if a full funding grant agreement is not entered into for the West Lake corridor project.",https://legiscan.com/IN/bill/HB1473/2019,https://legiscan.com/IN/text/HB1473/id/1849657,2019.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1629,"Various education matters. Provides that a school corporation or charter school may not charge a fee for the first five hours required to search for a record that is in an electronic format. Provides, with an exception, that a school corporation or charter school may charge a search fee for any time spent searching for a record that is in an electronic format that exceeds five hours. Makes changes to the definition of ""elementary school"". Provides that each school corporation may encourage the development of a community service ethic among high school students in grades 9 through 12. (Current law provides that each school corporation may encourage the development of a community service ethic among high school students in grade 11 or 12.) Provides that the admission of a charter school or state accredited nonpublic school student to a technical education center will not result in the denial of a placement for a student enrolled in the school corporation. Beginning with the 2022-2023 cohort, expands the EARN Indiana program to include secondary school students. Provides that the department of education (department) shall make every reasonable attempt to provide the same voice-to-text, screen reader, or human reader accommodations to a particular student on every section of the statewide assessment program as provided as part of the student's: (1) individualized education program; (2) service plan; or (3) choice scholarship education plan. Provides that the state board of education (state board) shall provide a report the legislative council explaining in detail the extent that: (1) individualized education programs; (2) service plans developed; or (3) choice scholarship education plans were altered to align to the statewide assessment program. Provides that, on or before November 1, 2019, the state board shall review and submit a report to the legislative council summarizing how the 2019 statewide assessment program measures reading comprehension. Requires the commission for higher education to prepare a model notice of Free Application for Federal Student Aid (FAFSA). Requires each school corporation to distribute the FAFSA model notice. Provides that the state board shall establish the education dispute resolution working group (EDR working group). Provides that not later than January 1, 2021, the department shall ensure that all mediators, administrative law judges, hearing officers, and other appointees, employees, and contractors who mediate or adjudicate disputes involving educational entities through the department or state board are effectively trained to serve as both mediators and adjudicators. Requires the state board to develop alternative benchmarks, performance indicators, and accountability standards to be used in the assessment of schools that focus primarily on providing an academic program for students with developmental, intellectual, or behavioral challenges. (Current law requires the state board to develop alternative benchmarks, performance indicators, and accountability standards to be used in the assessment of schools that focus primarily on providing an academic program for students with developmental, intellectual, or behavioral challenges.) Provides that an advocate (other than an attorney) for an individual or entity who initiates a lawsuit or administrative proceeding against a public school or a nonpublic school is prohibited from representing the individual or entity without first disclosing in writing to the: (1) advocate's client; and (2) court, administrative law judge, or hearing officer; any conflict of interest the advocate has in representing the individual or entity. Removes the authority to use money appropriated for secured school safety grants for the provision of school based mental health services and social emotional wellness services to students in K-12 schools.",https://legiscan.com/IN/bill/HB1629/2019,https://legiscan.com/IN/text/HB1629/id/1869452,2019.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HB1640,"Education matters. Provides that the state board of education (state board) and the governing body of a school corporation or nonpublic school may not enter into, renew, or otherwise extend a contract to establish a freeway school after June 30, 2019. Provides that provisions relating to the establishment and administration of freeway schools expire June 30, 2024. Establishes new requirements to accredit a public or private elementary or secondary school in Indiana. Provides that a school corporation or performance based accredited school may waive compliance with certain statutes or rules for a particular school that is placed in either of the three highest categories or designations of school improvement. Provides that a school corporation or accredited school may submit a request to the state board to waive certain statutes or rules for a particular school that is placed in either of the two lowest categories or designations of school improvement. Provides that if a nonpublic school that is accredited is placed in the lowest category or designation of school improvement for four consecutive years, the state board shall revoke the nonpublic school's accreditation. Changes certain references from nonaccredited nonpublic school to nonaccredited schools with one or more employees. Provides that a public school may not waive certain provisions. Includes virtual or electronic learning (E-Learning days) and other virtual activities in the definition of ""instructional time"". Provides that if a school corporation: (1) delays the start of the school day by not more than two hours later than the normal school start time; or (2) releases students not more than two hours earlier than the normal student release time; because of weather or to otherwise ensure the safety of the students, the school day shall count as a full instructional day. Removes a requirement that child abuse and child sexual abuse instruction to students in kindergarten through grade 12 must be research and evidence based instruction. Provides that, in identifying outlines or materials for instruction on child abuse and child sexual abuse, the department of education (department) must work in consultation with school safety specialists, school counselors, school social workers, or school psychologists. (Current law requires the department to work with school safety specialists and school counselors.) Voids an Indiana administrative rule relating to school accreditation. Repeals a provision that requires the state board to implement a system of recognizing  certain education programs of nonpublic schools. Repeals: (1) provisions establishing performance qualified school districts; (2) a provision relating to performance based school accreditation; (3) a provision pertaining to school improvement plans; and (4) a provision pertaining to the recognition of educational programs of nonpublic schools. Resolves a conflict between HEA 1074-2018 and HEA 1002-2018. Requires each school corporation, charter school, and accredited nonpublic elementary school to include cursive writing in its curriculum. Repeals a provision that provides each school corporation may include cursive writing in the school corporation's curriculum.",https://legiscan.com/IN/bill/HB1640/2019,https://legiscan.com/IN/text/HB1640/id/1868675,2019.0,Passed,API_Pipeline_Mar2026
Indiana,IN,SB0002,"School bus safety. Requires a school bus to be equipped with black reflective tape mounted on certain areas of the school bus. Provides that if a school bus is in operation and transporting passengers, the driver of the school bus shall have the daytime running lights illuminated at all times. Provides, in the case of an individual who commits a school bus stop arm infraction, that the court may suspend the individual's driving privileges: (1) for 90 days; or (2) if the individual has committed at least one previous school bus stop arm infraction, for one year. Increases the penalty, from a Class B misdemeanor to a Class A misdemeanor, for an individual who recklessly passes a school bus when its stop arm is extended on a roadway or a private road. Increases the penalty, from a Class A misdemeanor to a Level 6 felony for an individual who recklessly passes a school bus when its stop arm is extended if the action results in injury, and to a Level 5 felony for an individual who recklessly passes a school bus when its stop arm is extended if the action results in death. Provides that the court may suspend the driving privileges of a person who recklessly passes a school bus when its stop arm is extended: (1) for 90 days; or (2) if the person has committed at least one previous school bus arm offense, for one year. Provides that a person who has the person's license suspended may not obtain specialized driving privileges. Requires a school bus driver to: (1) use an arm signal device, which must be extended while the bus is stopped, whenever a school bus is stopped on a roadway or a private road to load or unload a student; and (2) use flashing lights to give adequate warning that the school bus is stopped or about to stop on the roadway or the private road to load or unload a student. Provides that on or before September 1, 2019, and each September 1 thereafter, each school corporation, charter school, or accredited nonpublic school that provides transportation for students must review each school's school bus routes and school bus safety policies to improve the safety of students and adults. Provides that the state school bus committee, in consultation with the department of education (department), shall develop and post on the department's Internet web site school bus safety guidelines or best practices. Provides that the department, in consultation with the department of transportation, shall include on the department's Internet web site information on how an individual or school may petition to reduce maximum speed limits in areas necessary to ensure that students are safely loaded onto or unloaded from a school bus. Provides that, with certain exceptions, when a school bus is operated on a: (1) U.S. route or state route, the driver may not load or unload a student at a location that requires the student to cross a roadway unless no other safe alternatives are available; and (2) street or highway other than a U.S. route or state route, the driver shall load and unload a student as close to the right-hand curb or edge of the roadway as practicable. Provides that, if a school bus driver must load or unload an elementary school student at a location on a U.S. or state route, the superintendent or superintendent's designee must present the school bus route to the school board for approval. Adds school bus safety to the topics required to be on an examination for a learner's permit or driver's license. Provides that the governing body of a school corporation may allow, in certain situations, the use of a school bus or special purpose bus for the transportation of adults with physical or intellectual disabilities. Provides that the governing body of a school corporation may allow, by written authorization, the use of a school bus owned in whole or in part by the school corporation for the transportation needs of a nonprofit organization exempt from certain provisions related to federal taxation under the Internal Revenue Code. Expands the list of purposes for which a school corporation may use a special purpose bus to provide transportation and makes a corresponding change to the requirements for an operator of a special purpose bus. Provides that the court may assess a safe schools fee, of at least $200 but not more than $1,000, to an individual convicted of recklessly passing a school bus when the stop arm is extended. Provides that 25% of the safe schools fees collected by a circuit court shall be deposited in the county general fund. Provides that 25% of the safe schools fees collected by a city or town court shall be deposited in the city's or town's general fund. Provides that a school corporation, charter school, or nonpublic school (collectively, referred to ""qualified school district"") with at least one employee may purchase, install, and operate school bus stop arm cameras. Provides that if a qualified school district purchases or uses certain school bus equipment, the qualified school district may petition the county council or township board (in a county containing a consolidated city) to receive reimbursement to pay for in full certain school bus equipment.",https://legiscan.com/IN/bill/SB0002/2019,https://legiscan.com/IN/text/SB0002/id/1838244,2019.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,SB0127,"Referendum for school safety levy. Allows a school corporation to adopt a resolution to place a referendum on the ballot to impose a school safety referendum tax levy to improve school safety.
Allows a school corporation to impose a school safety referendum tax levy if approved by a majority of the voters. Requires a school corporation to certify a copy of: (1) the resolution to place a referendum for a school safety referendum tax levy on the ballot; and (2) the language for the question; to the department of local government finance (department) for review and approval. Provides that voters may not approve a school safety referendum tax levy that is imposed for more than 8 years. Provides that a school safety referendum tax levy may be reimposed or extended. Requires a county auditor to distribute proceeds attributable to property taxes imposed after being approved by the voters in a referendum to the school corporation.
Specifies when a referendum is to be held. Requires the circuit court clerk of each county to certify the results of the referendum for a school safety referendum tax levy to the department.
Provides that if a school safety referendum tax levy is approved by the voters in a school corporation in a calendar year, another school safety referendum levy question may not be placed on the ballot in the school corporation in the following calendar year. Provides that if a school corporation imposes a school safety referendum tax levy approved in a referendum, the school corporation may not simultaneously impose more than one additional school safety referendum tax levy approved in a subsequent referendum. Provides that during the period beginning with the adoption of a resolution by a school corporation to place a school safety referendum tax levy question on the ballot and continuing through the day on which the referendum is submitted to the voters, the school corporation may not promote a position on the referendum by taking certain actions. Provides that a school board member, school corporation superintendent, school corporation assistant superintendent, or chief school business official of a school corporation may discuss and personally advocate a position on a referendum for a school safety referendum tax levy outside a regular school day as long as public funds are not used. Requires the governing body of a school corporation for which a school safety referendum tax levy is approved to establish a school safety referendum tax levy fund (fund). Specifies purposes for which money from the fund may be used. Requires the governing body of a school corporation for which a school safety referendum tax levy is approved to establish a school safety referendum debt service fund. Specifies purposes for which money from the school safety referendum debt service fund may be used. Provides that if a school safety referendum tax levy has been approved by the voters in a school corporation at any time in the previous three years, the school corporation may not adopt a resolution to place a school referendum tax levy on the ballot. Requires a school corporation to include in a controlled project any capital improvements necessary to complete components of the most recent threat assessment of the buildings within the school corporation or school safety plan that have not been completed or that require additional funding to be completed. Expands the use of a matching grant from the Indiana secured school fund by a school corporation or charter school (school) to allow the school to use the matching grant to provide a response to a threat in a manner that the school sees fit, including the use of firearms training or other self-defense training. Requires that a school resource officer participate in the development of programs designed to identify, assess, and provide assistance to troubled youth.",https://legiscan.com/IN/bill/SB0127/2019,https://legiscan.com/IN/text/SB0127/id/1834034,2019.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,SB0325,"Student mental health. Adds additional purposes for which matching grants made under the Indiana secured school fund (fund) may be used. Amends the uses relating to school security for which the fund may be used. Establishes the student and parent support services grant program. Urges the legislative council to assign to an appropriate interim study committee the task of studying school districts, within and outside of Indiana, that have: (1) implemented trauma informed approaches in the school districts; and (2) worked with community partners to provide systems of care for students.",https://legiscan.com/IN/bill/SB0325/2019,https://legiscan.com/IN/text/SB0325/id/1837419,2019.0,Enacted,API_Pipeline_Mar2026
Indiana,IN,HCR0015,"A CONCURRENT RESOLUTION recognizing and honoring school staff, public safety officers, and city and county officials whose leadership and decisive action prevented harm to students and teachers during a Richmond, Indiana, school shooting.",https://legiscan.com/IN/bill/HCR0015/2019,https://legiscan.com/IN/text/HCR0015/id/1903884,2019.0,Passed,API_Pipeline_Mar2026
Kentucky,KY,SB1,AN ACT relating to school safety and declaring an emergency.,https://legiscan.com/KY/bill/SB1/2019,https://legiscan.com/KY/text/SB1/id/1841431,2019.0,Enacted,API_Pipeline_Mar2026
